0,0
5.2522,3.4975
5.2319,3.1482
5.1858,2.6352
5.2071,2.1277
5.209,1.6356
5.219,1.1436
5.1888,0.63142
5.1561,0.10121
5.1303,-0.42762
5.1741,-0.88679
5.1555,-1.3901
5.1481,-1.9168
5.2007,-2.3678
5.2075,-2.8613
5.178,-3.3934
5.1725,-3.8809
5.1865,-4.3668
5.1775,-4.8777
5.1792,-5.3874
5.1771,-5.8751
5.1198,-6.4769
5.1747,-6.8748
5.1702,-7.3734
5.199,-7.8663
5.1892,-8.3913
5.1835,-8.8818
5.1672,-9.4064
5.1597,-9.8959
5.144,-10.41
5.1512,-10.902
5.1431,-11.406
